Produto,Link,location,day,error
Placa de Vídeo Sapphire Radeon RX Nitro Rx 6700xt,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-sapphire-radeon-rx-nitro-rx-6700xt-1404286061,"Vespasiano, Nova Pampulha","16 de mai, 00:52","Locator.inner_text: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""section.olx-adcard.olx-adcard__horizontal.undefined"").nth(29).locator(""div.olx-adcard__price-info span.olx-text.olx-text--caption.olx-text--inline.olx-text--bold"")
"
Placa de Vídeo Galax GeForce GTX,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-galax-geforce-gtx-1404152123,"Belo Horizonte, Eymard","15 de mai, 16:38","Locator.inner_text: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""section.olx-adcard.olx-adcard__horizontal.undefined"").nth(33).locator(""div.olx-adcard__price-info span.olx-text.olx-text--caption.olx-text--inline.olx-text--bold"")
"
"Placa De Vídeo Galax NVIDIA GeForce RTX 3060 Ti 1-Click OC Plus, 8GB, DDR6X, Nova, Lacrada",https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/informatica/placas-de-video/placa-de-video-galax-nvidia-geforce-rtx-3060-ti-1-click-oc-plus-8gb-ddr6x-nova-lacrada-1395492814,"Uberlândia, Alto Umuarama","15 de mai, 08:40","Locator.inner_text: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""section.olx-adcard.olx-adcard__horizontal.undefined"").nth(40).locator(""div.olx-adcard__price-info span.olx-text.olx-text--caption.olx-text--inline.olx-text--bold"")
"
Placa de vídeo Gtx1650 D6 Ventus XS Ocv3 MSi Nvidia GeForce 4GB GDdr6,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-gtx1650-d6-ventus-xs-ocv3-msi-nvidia-geforce-4gb-gddr6-1323822598,"Belo Horizonte, Centro","15 de mai, 08:39","Locator.inner_text: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""section.olx-adcard.olx-adcard__horizontal.undefined"").nth(41).locator(""div.olx-adcard__price-info span.olx-text.olx-text--caption.olx-text--inline.olx-text--bold"")
"
"Placa de Vídeo RTX 4060 Gaming Verto OC Dual Fan PNY NVIDIA GeForce, 08GB GDDR6",https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-rtx-4060-gaming-verto-oc-dual-fan-pny-nvidia-geforce-08gb-gddr6-1361304623,"Belo Horizonte, Centro","15 de mai, 08:30","Locator.inner_text: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""section.olx-adcard.olx-adcard__horizontal.undefined"").nth(42).locator(""div.olx-adcard__price-info span.olx-text.olx-text--caption.olx-text--inline.olx-text--bold"")
"
Placa de vídeo iMac 2011 A1311,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-imac-2011-a1311-1403833435,"Belo Horizonte, Pompéia","14 de mai, 17:01","Locator.inner_text: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""section.olx-adcard.olx-adcard__horizontal.undefined"").nth(46).locator(""div.olx-adcard__price-info span.olx-text.olx-text--caption.olx-text--inline.olx-text--bold"")
"
Placa de Vídeo AMD Radeon RX 550 4GB,https://mg.olx.com.br/regiao-de-governador-valadares-e-teofilo-otoni/informatica/placas-de-video/placa-de-video-amd-radeon-rx-550-4gb-1398659812,Sardoá,"14 de mai, 11:21","Locator.inner_text: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""section.olx-adcard.olx-adcard__horizontal.undefined"").nth(2).locator(""div.olx-adcard__price-info span.olx-text.olx-text--caption.olx-text--inline.olx-text--bold"")
"
Placa de Vídeo Winfox GeForce GT730 4gb,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-winfox-geforce-gt730-4gb-1375613983,"Contagem, Sapucaia II","13 de mai, 16:31","Locator.inner_text: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""section.olx-adcard.olx-adcard__horizontal.undefined"").nth(13).locator(""div.olx-adcard__price-info span.olx-text.olx-text--caption.olx-text--inline.olx-text--bold"")
"
"Placa de Video RTX 4060 Infinity 2 Palit NVIDIA GeForce, 8GB, GDDR6, DLSS, Ray Tracing, G-",https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-rtx-4060-infinity-2-palit-nvidia-geforce-8gb-gddr6-dlss-ray-tracing-g-1340277453,"Belo Horizonte, Centro","13 de mai, 13:19","Locator.inner_text: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""section.olx-adcard.olx-adcard__horizontal.undefined"").nth(16).locator(""div.olx-adcard__price-info span.olx-text.olx-text--caption.olx-text--inline.olx-text--bold"")
"
Placa de Vídeo INNO3D GeForce RTX 3060 Twin X2 (NOVO LACRADO),https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-inno3d-geforce-rtx-3060-twin-x2-novo-lacrado-1340277173,"Belo Horizonte, Centro","13 de mai, 13:14","Locator.inner_text: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""section.olx-adcard.olx-adcard__horizontal.undefined"").nth(17).locator(""div.olx-adcard__price-info span.olx-text.olx-text--caption.olx-text--inline.olx-text--bold"")
"
Placa de Vídeo Radeon RX 550 4GB GDDR5,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-radeon-rx-550-4gb-gddr5-1403298089,"Belo Horizonte, São Cristóvão","13 de mai, 13:14","Locator.inner_text: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""section.olx-adcard.olx-adcard__horizontal.undefined"").nth(18).locator(""div.olx-adcard__price-info span.olx-text.olx-text--caption.olx-text--inline.olx-text--bold"")
"
PLACA DE VIDEO,https://mg.olx.com.br/regiao-de-juiz-de-fora/informatica/placas-de-video/placa-de-video-1403005604,"Juiz de Fora, Nova Era","12 de mai, 15:03","Locator.inner_text: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""section.olx-adcard.olx-adcard__horizontal.undefined"").nth(26).locator(""div.olx-adcard__price-info span.olx-text.olx-text--caption.olx-text--inline.olx-text--bold"")
"
Placa de Vídeo Galax GeForce GTX 1660 Ti 6GB,https://mg.olx.com.br/regiao-de-montes-claros-e-diamantina/informatica/placas-de-video/placa-de-video-galax-geforce-gtx-1660-ti-6gb-1378472222,Pedras de Maria da Cruz,"12 de mai, 10:42","Locator.inner_text: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""section.olx-adcard.olx-adcard__horizontal.undefined"").nth(34).locator(""div.olx-adcard__price-info span.olx-text.olx-text--caption.olx-text--inline.olx-text--bold"")
"
Placa de Vídeo GeForce RTX 3050 6GB ,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-geforce-rtx-3050-6gb-1350030541,"Belo Horizonte, Centro","12 de mai, 09:49","Locator.inner_text: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""section.olx-adcard.olx-adcard__horizontal.undefined"").nth(36).locator(""div.olx-adcard__price-info span.olx-text.olx-text--caption.olx-text--inline.olx-text--bold"")
"
Placa de Vídeo Galax GeForce GT 710 2GB DDR3 64Bits,https://mg.olx.com.br/regiao-de-montes-claros-e-diamantina/informatica/placas-de-video/placa-de-video-galax-geforce-gt-710-2gb-ddr3-64bits-1402810324,"Montes Claros, Nova Morada","11 de mai, 21:58","Locator.inner_text: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""section.olx-adcard.olx-adcard__horizontal.undefined"").nth(42).locator(""div.olx-adcard__price-info span.olx-text.olx-text--caption.olx-text--inline.olx-text--bold"")
"
Placa Mãe para Processadores Intel,https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/informatica/placas-de-video/placa-mae-para-processadores-intel-1410670581,"Uberlândia, São José","8 de jun, 15:17","Locator.inner_text: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""section.olx-adcard.olx-adcard__horizontal.undefined"").nth(48).locator(""div.olx-adcard__price-info span.olx-text.olx-text--caption.olx-text--inline.olx-text--bold"")
"
Placa eletrônica Máquina de Gelo Everest ,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-eletronica-maquina-de-gelo-everest-1364339269,"Belo Horizonte, Colégio Batista","16 de mai, 06:12","Locator.inner_text: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""section.olx-adcard.olx-adcard__horizontal.undefined"").nth(1).locator(""div.olx-adcard__price-info span.olx-text.olx-text--caption.olx-text--inline.olx-text--bold"")
"
Título: Placa de Vídeo Revenger GT-705 2GB GDDR3,https://mg.olx.com.br/regiao-de-pocos-de-caldas-e-varginha/informatica/placas-de-video/titulo-placa-de-video-revenger-gt-705-2gb-gddr3-1381465146,Bom Repouso,"31 de mai, 16:01","Locator.inner_text: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""section.olx-adcard.olx-adcard__horizontal.undefined"").nth(6).locator(""div.olx-adcard__price-info span.olx-text.olx-text--caption.olx-text--inline.olx-text--bold"")
"
RX 5600xt ,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/rx-5600xt-1411204423,"Belo Horizonte, Calafate","Ontem, 14:53","Locator.inner_text: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""section.olx-adcard.olx-adcard__horizontal.undefined"").nth(43).locator(""div.olx-adcard__price-info span.olx-text.olx-text--caption.olx-text--inline.olx-text--bold"")
"
Vendo Gtx 970 em excelente estado ,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/vendo-gtx-970-em-excelente-estado-1411044509,"Contagem, Riacho das Pedras","Ontem, 06:12","Locator.inner_text: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""section.olx-adcard.olx-adcard__horizontal.undefined"").nth(12).locator(""div.olx-adcard__price-info span.olx-text.olx-text--caption.olx-text--inline.olx-text--bold"")
"
GTX 1650,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/gtx-1650-1402312639,"Belo Horizonte, Vila Cloris","9 de jun, 23:52","Locator.inner_text: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""section.olx-adcard.olx-adcard__horizontal.undefined"").nth(14).locator(""div.olx-adcard__price-info span.olx-text.olx-text--caption.olx-text--inline.olx-text--bold"")
"
RTX 3060 12GB OC ,https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/informatica/placas-de-video/rtx-3060-12gb-oc-1411008209,"Uberlândia, Aclimação","9 de jun, 22:25","Locator.inner_text: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""section.olx-adcard.olx-adcard__horizontal.undefined"").nth(18).locator(""div.olx-adcard__price-info span.olx-text.olx-text--caption.olx-text--inline.olx-text--bold"")
"
RTX 3070 ti triple fan ARGB,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/rtx-3070-ti-triple-fan-argb-1410958169,"Belo Horizonte, Nossa Senhora da Saúde","9 de jun, 18:50","Locator.inner_text: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""section.olx-adcard.olx-adcard__horizontal.undefined"").nth(27).locator(""div.olx-adcard__price-info span.olx-text.olx-text--caption.olx-text--inline.olx-text--bold"")
"
TROCO RX580 8GB VRAM EM GTX 1060 TI OU GTX 1660 TI SUPER + VALOR EM DINHEIRO,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/troco-rx580-8gb-vram-em-gtx-1060-ti-ou-gtx-1660-ti-super-valor-em-dinheiro-1410936370,Matozinhos,"9 de jun, 16:58","Locator.inner_text: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""section.olx-adcard.olx-adcard__horizontal.undefined"").nth(38).locator(""div.olx-adcard__price-info span.olx-text.olx-text--caption.olx-text--inline.olx-text--bold"")
"
RX 570 8GB,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/rx-570-8gb-1307449113,"Belo Horizonte, Santa Amélia","9 de jun, 14:37","Locator.inner_text: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""section.olx-adcard.olx-adcard__horizontal.undefined"").nth(46).locator(""div.olx-adcard__price-info span.olx-text.olx-text--caption.olx-text--inline.olx-text--bold"")
"
RTX 4070 3 fans Com Garantia,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/rtx-4070-3-fans-com-garantia-1410829063,"Belo Horizonte, Belvedere","9 de jun, 11:36","Locator.inner_text: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""section.olx-adcard.olx-adcard__horizontal.undefined"").nth(9).locator(""div.olx-adcard__price-info span.olx-text.olx-text--caption.olx-text--inline.olx-text--bold"")
"
RX 570 4 GB Armor ,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/rx-570-4-gb-armor-1410649470,"Belo Horizonte, Sagrada Família","8 de jun, 13:12","Locator.inner_text: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""section.olx-adcard.olx-adcard__horizontal.undefined"").nth(25).locator(""div.olx-adcard__price-info span.olx-text.olx-text--caption.olx-text--inline.olx-text--bold"")
"
Rx550 4gb usada funcionando sem marcas,https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/informatica/placas-de-video/rx550-4gb-usada-funcionando-sem-marcas-1410632708,Pirajuba,"8 de jun, 11:52","Locator.inner_text: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""section.olx-adcard.olx-adcard__horizontal.undefined"").nth(27).locator(""div.olx-adcard__price-info span.olx-text.olx-text--caption.olx-text--inline.olx-text--bold"")
"
GTX 750ti sair hoje ,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/gtx-750ti-sair-hoje-1410527559,"Belo Horizonte, União","7 de jun, 16:15","Locator.inner_text: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""section.olx-adcard.olx-adcard__horizontal.undefined"").nth(36).locator(""div.olx-adcard__price-info span.olx-text.olx-text--caption.olx-text--inline.olx-text--bold"")
"
GeForce RTX 3060 12G,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/geforce-rtx-3060-12g-1410516323,"Belo Horizonte, Prado","7 de jun, 15:02","Locator.inner_text: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""section.olx-adcard.olx-adcard__horizontal.undefined"").nth(38).locator(""div.olx-adcard__price-info span.olx-text.olx-text--caption.olx-text--inline.olx-text--bold"")
"
GTX 1650 OC de 4G,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/gtx-1650-oc-de-4g-1410209898,"Belo Horizonte, São Bernardo","6 de jun, 11:22","Locator.inner_text: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""section.olx-adcard.olx-adcard__horizontal.undefined"").first.locator(""div.olx-adcard__price-info span.olx-text.olx-text--caption.olx-text--inline.olx-text--bold"")
"
GTX 1080 8gb triple fan COM CAIXA E BORRACHAS DE PROTEÇAO,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/gtx-1080-8gb-triple-fan-com-caixa-e-borrachas-de-protecao-1408956311,"Contagem, Amazonas","2 de jun, 11:10","Locator.inner_text: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""section.olx-adcard.olx-adcard__horizontal.undefined"").nth(45).locator(""div.olx-adcard__price-info span.olx-text.olx-text--caption.olx-text--inline.olx-text--bold"")
"
RX 560 2gb,https://mg.olx.com.br/regiao-de-divinopolis/informatica/placas-de-video/rx-560-2gb-1398141067,Arcos,"31 de mai, 20:32","Locator.inner_text: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""section.olx-adcard.olx-adcard__horizontal.undefined"").nth(3).locator(""div.olx-adcard__price-info span.olx-text.olx-text--caption.olx-text--inline.olx-text--bold"")
"
ASICs S19,https://mg.olx.com.br/regiao-de-juiz-de-fora/informatica/placas-de-video/asics-s19-1407820871,"Ubá, Seminário","28 de mai, 12:32","Locator.inner_text: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""section.olx-adcard.olx-adcard__horizontal.undefined"").nth(23).locator(""div.olx-adcard__price-info span.olx-text.olx-text--caption.olx-text--inline.olx-text--bold"")
"
Rx 5700 Founders Edition,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/rx-5700-founders-edition-1407477452,"Contagem, Novo Eldorado","27 de mai, 15:38","Locator.inner_text: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""section.olx-adcard.olx-adcard__horizontal.undefined"").nth(32).locator(""div.olx-adcard__price-info span.olx-text.olx-text--caption.olx-text--inline.olx-text--bold"")
"
1660 SUPER ASUS,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/1660-super-asus-1406499455,"Belo Horizonte, Jardim América","23 de mai, 18:25","Locator.inner_text: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""section.olx-adcard.olx-adcard__horizontal.undefined"").nth(1).locator(""div.olx-adcard__price-info span.olx-text.olx-text--caption.olx-text--inline.olx-text--bold"")
"
RTX 3080TI _ Rog strix ,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/rtx-3080ti-rog-strix-1406329321,"Belo Horizonte, Alípio de Melo","23 de mai, 09:54","Locator.inner_text: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""section.olx-adcard.olx-adcard__horizontal.undefined"").nth(7).locator(""div.olx-adcard__price-info span.olx-text.olx-text--caption.olx-text--inline.olx-text--bold"")
"
Rx570 4gb power color,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/rx570-4gb-power-color-1385520508,"Igarapé, Fernão Dias","22 de mai, 11:07","Locator.inner_text: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""section.olx-adcard.olx-adcard__horizontal.undefined"").nth(11).locator(""div.olx-adcard__price-info span.olx-text.olx-text--caption.olx-text--inline.olx-text--bold"")
"
Rx 580 PowerColor 8Gb ,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/rx-580-powercolor-8gb-1405428292,"Brumadinho, Retiro das Pedras","20 de mai, 15:00","Locator.inner_text: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""section.olx-adcard.olx-adcard__horizontal.undefined"").nth(16).locator(""div.olx-adcard__price-info span.olx-text.olx-text--caption.olx-text--inline.olx-text--bold"")
"
Geforce GTX 1660 6GB + Memória ram 8GB Vulcan,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/geforce-gtx-1660-6gb-memoria-ram-8gb-vulcan-1405395655,"Santa Luzia, Frimisa","20 de mai, 12:56","Locator.inner_text: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""section.olx-adcard.olx-adcard__horizontal.undefined"").nth(18).locator(""div.olx-adcard__price-info span.olx-text.olx-text--caption.olx-text--inline.olx-text--bold"")
"
GTX 1050Ti 4gb usado,https://mg.olx.com.br/regiao-de-juiz-de-fora/informatica/placas-de-video/gtx-1050ti-4gb-usado-1405309946,"Juiz de Fora, Santo Antônio","20 de mai, 08:22","Locator.inner_text: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""section.olx-adcard.olx-adcard__horizontal.undefined"").nth(21).locator(""div.olx-adcard__price-info span.olx-text.olx-text--caption.olx-text--inline.olx-text--bold"")
"
Gtx 590 oc classifield. Funcionando ok Troco ,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/gtx-590-oc-classifield-funcionando-ok-troco-1339896061,"Belo Horizonte, Barroca","18 de mai, 10:38","Locator.inner_text: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""section.olx-adcard.olx-adcard__horizontal.undefined"").nth(37).locator(""div.olx-adcard__mediumbody h3.olx-text.olx-text--body-large.olx-text--block.olx-text--semibold.olx-adcard__price"")
"
GTX 1050 Ti 4GB **NoVa**,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/gtx-1050-ti-4gb-nova-1404621584,"Belo Horizonte, Ernesto do Nascimento(Barreiro)","17 de mai, 09:39","Locator.inner_text: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""section.olx-adcard.olx-adcard__horizontal.undefined"").nth(45).locator(""div.olx-adcard__price-info span.olx-text.olx-text--caption.olx-text--inline.olx-text--bold"")
"
XFX RADEON 6750XT (Melhor que 4060ti) 12GB (pego a sua na troca) (Cartão 12x)(Nota),https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/xfx-radeon-6750xt-melhor-que-4060ti-12gb-pego-a-sua-na-troca-cartao-12x-nota-1395949889,"Belo Horizonte, Jaqueline","17 de mai, 09:27","Locator.inner_text: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""section.olx-adcard.olx-adcard__horizontal.undefined"").nth(46).locator(""div.olx-adcard__price-info span.olx-text.olx-text--caption.olx-text--inline.olx-text--bold"")
"
GTX 1070 EVGA ACX 3.0,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/gtx-1070-evga-acx-3-0-1404152127,"Belo Horizonte, Alto Caiçaras","15 de mai, 16:38","Locator.inner_text: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""section.olx-adcard.olx-adcard__horizontal.undefined"").nth(2).locator(""div.olx-adcard__price-info span.olx-text.olx-text--caption.olx-text--inline.olx-text--bold"")
"
RTX 4060 TI 16 GB Gaming OC Gigabyte,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/rtx-4060-ti-16-gb-gaming-oc-gigabyte-1403799827,"Betim, Jardim das Alterosas - 2ª Seção","14 de mai, 15:31","Locator.inner_text: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""section.olx-adcard.olx-adcard__horizontal.undefined"").nth(6).locator(""div.olx-adcard__price-info span.olx-text.olx-text--caption.olx-text--inline.olx-text--bold"")
"
GTX 745 2gb vram,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/gtx-745-2gb-vram-1403383052,"Timóteo, Centro","13 de mai, 16:49","Locator.inner_text: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""section.olx-adcard.olx-adcard__horizontal.undefined"").nth(11).locator(""div.olx-adcard__price-info span.olx-text.olx-text--caption.olx-text--inline.olx-text--bold"")
"
Rtx 3080 oc na caixa e nota kabum.,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/rtx-3080-oc-na-caixa-e-nota-kabum-1359058448,"Belo Horizonte, Alto Barroca","13 de mai, 11:54","Locator.inner_text: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""section.olx-adcard.olx-adcard__horizontal.undefined"").nth(13).locator(""div.olx-adcard__price-info span.olx-text.olx-text--caption.olx-text--inline.olx-text--bold"")
"
Rtx3080 ,https://mg.olx.com.br/regiao-de-governador-valadares-e-teofilo-otoni/informatica/placas-de-video/rtx3080-1411050295,Coronel Murta,"Ontem, 06:57","Locator.get_attribute: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""section.olx-adcard.olx-adcard__horizontal.undefined"").nth(27).locator(""div.olx-adcard__media picture img"")
"
2 6700xt,https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/informatica/placas-de-video/2-6700xt-1410499535,Ibiá,"7 de jun, 13:38","Locator.get_attribute: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""section.olx-adcard.olx-adcard__horizontal.undefined"").nth(28).locator(""div.olx-adcard__media picture img"")
"
Gtx 1080ti,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/gtx-1080ti-1410095134,"Belo Horizonte, Ribeiro de Abreu","5 de jun, 22:28","Locator.get_attribute: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""section.olx-adcard.olx-adcard__horizontal.undefined"").nth(29).locator(""div.olx-adcard__media picture img"")
"
1060 6gb ,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/1060-6gb-1408585322,"Betim, Cruzeiro do Sul","31 de mai, 10:14","Locator.get_attribute: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""section.olx-adcard.olx-adcard__horizontal.undefined"").nth(30).locator(""div.olx-adcard__media picture img"")
"
R9 270 2gb,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/r9-270-2gb-1408528135,"Ribeirão das Neves, Fazenda Castro","31 de mai, 00:20","Locator.get_attribute: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""section.olx-adcard.olx-adcard__horizontal.undefined"").nth(31).locator(""div.olx-adcard__media picture img"")
"
Rtx 4060,https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/informatica/placas-de-video/rtx-4060-1405690698,"Uberlândia, Shopping Park","21 de mai, 11:28","Locator.get_attribute: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""section.olx-adcard.olx-adcard__horizontal.undefined"").nth(32).locator(""div.olx-adcard__media picture img"")
"
